customer_id,customer_name,segment,region,province,signup_date,gender,age_group,loyalty_member
C00625,Yuki B.,Corporate,Northeast,Nakhon Ratchasima,2023-11-02,Prefer not to say,35-44,Yes
C00626,Pim G.,Consumer,South,Surat Thani,2022-02-17,Female,45-54,No
C00627,Mint T.,Consumer,North,Lampang,2023-08-14,Prefer not to say,55+,Yes
C00628,James B.,Consumer,Northeast,Ubon Ratchathani,2021-09-10,Prefer not to say,35-44,Yes
C00629,Pim C.,Consumer,Central,Rayong,2022-02-09,Male,18-24,No
C00630,Suda L.,Consumer,Bangkok,Pathum Thani,2022-10-11,Prefer not to say,55+,No
C00631,Anan P.,Corporate,Northeast,Nakhon Ratchasima,2023-04-02,Female,45-54,No
C00632,Somchai P.,Consumer,Bangkok,Bangkok,2022-04-01,Female,18-24,Yes
C00633,Lucas V.,Consumer,Bangkok,Bangkok,2022-12-20,Male,25-34,Yes
C00634,Aek H.,Consumer,Bangkok,Bangkok,2022-04-18,Prefer not to say,18-24,No
C00635,Pim E.,Consumer,Central,Ayutthaya,2021-07-18,Female,35-44,Yes
C00636,Priya S.,Consumer,North,Chiang Rai,2021-11-27,Male,18-24,Yes
C00637,Ploy S.,Consumer,North,Lampang,2021-11-01,Prefer not to say,25-34,No
C00638,Sofia G.,Corporate,North,Chiang Rai,2023-07-11,Male,35-44,No
C00639,Mint W.,Consumer,Northeast,Udon Thani,2023-03-14,Male,45-54,No
C00640,Boon A.,Consumer,South,Songkhla,2022-12-26,Male,25-34,Yes
C00641,Priya B.,Consumer,Central,Chonburi,2021-11-30,Female,55+,Yes
C00642,Ploy F.,Consumer,North,Chiang Rai,2023-01-04,Prefer not to say,45-54,No
C00643,Sofia D.,Corporate,Northeast,Ubon Ratchathani,2022-12-30,Prefer not to say,25-34,Yes
C00644,Chai S.,SMB,North,Chiang Rai,2023-03-02,Female,55+,Yes
C00645,Tanawat C.,Consumer,North,Phitsanulok,2022-05-27,Female,55+,Yes
C00646,Ploy T.,Corporate,South,Phuket,2023-07-01,Male,55+,No
C00647,Nok W.,Consumer,South,Phuket,2023-01-15,Prefer not to say,55+,Yes
C00648,Nok B.,Consumer,South,Surat Thani,2022-02-18,Prefer not to say,18-24,Yes
C00649,Mint W.,SMB,North,Lampang,2021-11-26,Prefer not to say,55+,Yes
C00650,Mei V.,SMB,Bangkok,Nonthaburi,2022-04-09,Male,25-34,Yes
C00651,Suda N.,Corporate,Bangkok,Bangkok,2022-06-13,Female,35-44,No
C00652,Bee V.,SMB,North,Lampang,2022-06-05,Female,55+,Yes
C00653,Priya F.,Consumer,Central,Nakhon Pathom,2023-08-15,Prefer not to say,45-54,Yes
C00654,Omar G.,Corporate,Central,Nakhon Pathom,2023-05-21,Prefer not to say,45-54,Yes
C00655,Bee G.,Consumer,Bangkok,Pathum Thani,2023-01-22,Male,55+,No
C00656,Krit D.,Consumer,Central,Chonburi,2021-11-29,Female,25-34,No
C00657,Pim T.,Consumer,Northeast,Nakhon Ratchasima,2022-03-18,Prefer not to say,18-24,Yes
C00658,Mint A.,Consumer,Bangkok,Nonthaburi,2023-04-16,Male,25-34,No
C00659,Wichai B.,Consumer,Northeast,Udon Thani,2023-10-03,Female,45-54,No
C00660,Ahmed H.,Consumer,Bangkok,Samut Prakan,2023-01-31,Prefer not to say,45-54,No
C00661,Ahmed B.,SMB,South,Krabi,2023-10-14,Prefer not to say,45-54,Yes
C00662,Yuki P.,SMB,Bangkok,Samut Prakan,2021-09-02,Prefer not to say,25-34,No
C00663,Nok S.,SMB,Central,Rayong,2022-02-12,Male,35-44,Yes
C00664,Omar S.,Corporate,Northeast,Udon Thani,2023-02-24,Prefer not to say,55+,Yes
C00665,Suda A.,Corporate,South,Surat Thani,2023-03-11,Prefer not to say,18-24,No
C00666,Mei B.,Consumer,Central,Nakhon Pathom,2022-02-07,Male,35-44,No
C00667,Wichai C.,Consumer,Central,Ayutthaya,2021-08-03,Male,25-34,No
C00668,Priya R.,Consumer,Central,Chonburi,2023-04-03,Female,55+,No
C00669,Ton L.,SMB,North,Chiang Rai,2023-12-14,Female,35-44,Yes
C00670,Aek D.,Corporate,Central,Rayong,2021-12-20,Male,55+,No
C00671,Bee L.,Consumer,Bangkok,Samut Prakan,2022-11-16,Male,18-24,Yes
C00672,Aek L.,Corporate,North,Chiang Rai,2021-11-02,Female,25-34,No
C00673,Tanawat B.,Consumer,South,Krabi,2021-09-16,Male,18-24,No
C00674,Pim G.,SMB,South,Phuket,2021-11-25,Prefer not to say,55+,Yes
C00675,Malee A.,SMB,North,Lampang,2022-06-09,Prefer not to say,55+,Yes
C00676,Kanya L.,Corporate,North,Chiang Mai,2023-03-30,Female,18-24,No
C00677,Bee J.,Corporate,Central,Chonburi,2022-06-26,Female,45-54,No
C00678,Pim M.,Consumer,North,Chiang Rai,2023-02-02,Prefer not to say,25-34,No
C00679,Suda M.,SMB,Northeast,Udon Thani,2022-01-15,Prefer not to say,45-54,Yes
C00680,Yuki N.,Consumer,Central,Ayutthaya,2022-11-09,Female,45-54,No
C00681,Mint N.,Consumer,Central,Chonburi,2022-05-09,Female,35-44,Yes
C00682,Priya T.,Consumer,South,Krabi,2022-02-12,Male,25-34,Yes
C00683,Malee E.,Consumer,Bangkok,Pathum Thani,2022-08-26,Prefer not to say,25-34,No
C00684,Nok P.,Corporate,Northeast,Udon Thani,2022-03-06,Female,25-34,No
C00685,Aek H.,Consumer,Central,Nakhon Pathom,2021-08-07,Male,18-24,No
C00686,Mei G.,Consumer,Northeast,Nakhon Ratchasima,2023-02-13,Male,18-24,Yes
C00687,Prasert J.,SMB,South,Surat Thani,2022-02-05,Male,45-54,No
C00688,Ahmed K.,Consumer,Northeast,Ubon Ratchathani,2023-03-03,Prefer not to say,25-34,No
C00689,Lucas L.,Consumer,Northeast,Ubon Ratchathani,2021-12-25,Prefer not to say,18-24,Yes
C00690,Wichai N.,Consumer,South,Krabi,2023-12-12,Prefer not to say,25-34,Yes
C00691,Mint H.,SMB,South,Phuket,2022-02-04,Female,35-44,No
C00692,Priya F.,SMB,Northeast,Ubon Ratchathani,2023-01-04,Prefer not to say,45-54,No
C00693,Ploy P.,Consumer,Bangkok,Bangkok,2022-04-05,Male,45-54,Yes
C00694,James L.,Consumer,Central,Ayutthaya,2023-08-20,Male,25-34,No
C00695,Bee F.,SMB,Northeast,Khon Kaen,2021-07-20,Female,45-54,No
C00696,Somchai G.,Consumer,Central,Chonburi,2022-03-20,Female,55+,Yes
C00697,Yuki L.,Consumer,South,Songkhla,2022-03-28,Prefer not to say,45-54,Yes
C00698,Boon T.,Corporate,North,Phitsanulok,2021-10-27,Prefer not to say,55+,No
C00699,Ploy A.,SMB,North,Chiang Rai,2022-03-09,Prefer not to say,45-54,Yes
C00700,Mint B.,SMB,Central,Rayong,2021-07-29,Male,18-24,No
C00701,Mint D.,Consumer,South,Surat Thani,2023-11-18,Male,45-54,No
C00702,Kanya B.,Consumer,Northeast,Nakhon Ratchasima,2023-06-14,Male,55+,Yes
C00703,Ploy P.,Consumer,Northeast,Ubon Ratchathani,2022-02-13,Male,55+,Yes
C00704,Ploy G.,Consumer,South,Krabi,2021-09-14,Male,35-44,No
C00705,Boon S.,SMB,Central,Ayutthaya,2023-11-02,Prefer not to say,25-34,No
C00706,Wei B.,Consumer,Northeast,Nakhon Ratchasima,2022-04-02,Female,18-24,No
C00707,Suda B.,Consumer,North,Chiang Rai,2022-08-03,Female,35-44,Yes
C00708,Ton S.,Corporate,Central,Ayutthaya,2023-10-24,Female,55+,No
C00709,Wei K.,SMB,Northeast,Nakhon Ratchasima,2022-01-02,Male,45-54,No
C00710,Krit J.,Corporate,Bangkok,Nonthaburi,2022-05-05,Male,55+,Yes
C00711,Prasert W.,Consumer,North,Phitsanulok,2023-12-10,Male,25-34,No
C00712,Lucas G.,Corporate,Bangkok,Nonthaburi,2022-07-14,Male,55+,Yes
C00713,Prasert E.,Corporate,South,Krabi,2022-09-18,Prefer not to say,25-34,Yes
C00714,Somchai P.,Consumer,Northeast,Khon Kaen,2023-05-07,Male,18-24,Yes
C00715,Nok C.,Consumer,Central,Rayong,2022-09-03,Male,45-54,Yes
C00716,Tanawat D.,SMB,Northeast,Ubon Ratchathani,2023-01-24,Prefer not to say,25-34,Yes
C00717,Sofia F.,Consumer,North,Phitsanulok,2023-02-26,Female,18-24,Yes
C00718,Suda A.,Consumer,North,Lampang,2023-08-06,Female,55+,Yes
C00719,Bee N.,SMB,Central,Nakhon Pathom,2023-03-30,Prefer not to say,18-24,Yes
C00720,Nok E.,Consumer,Central,Chonburi,2023-07-21,Prefer not to say,35-44,Yes
C00721,Wei B.,Consumer,Bangkok,Samut Prakan,2022-08-07,Male,25-34,No
C00722,Emily G.,SMB,South,Phuket,2023-10-18,Male,55+,Yes
C00723,Mint K.,Corporate,Bangkok,Pathum Thani,2022-05-08,Prefer not to say,35-44,No
C00724,Fah J.,Consumer,South,Songkhla,2022-04-07,Female,25-34,Yes
C00725,Prasert G.,Consumer,Bangkok,Bangkok,2022-07-13,Male,45-54,No
C00726,Pim T.,Corporate,North,Chiang Rai,2022-10-21,Female,55+,No
C00727,Emily A.,SMB,Central,Chonburi,2023-12-29,Male,45-54,Yes
C00728,Aek D.,Corporate,South,Surat Thani,2023-07-23,Male,55+,Yes
C00729,Bee G.,SMB,Bangkok,Samut Prakan,2022-06-02,Male,35-44,Yes
C00730,Chai F.,Consumer,Central,Rayong,2023-03-28,Prefer not to say,55+,Yes
C00731,Prasert L.,Consumer,North,Phitsanulok,2023-03-15,Male,55+,No
C00732,Wei C.,SMB,Bangkok,Bangkok,2022-12-04,Prefer not to say,45-54,No
C00733,Priya R.,SMB,South,Songkhla,2023-06-12,Male,25-34,No
C00734,Tanawat R.,Consumer,Central,Chonburi,2023-05-22,Male,55+,No
C00735,Aek W.,SMB,Bangkok,Pathum Thani,2022-12-01,Prefer not to say,18-24,No
C00736,Somchai P.,Consumer,South,Phuket,2023-07-15,Female,18-24,Yes
C00737,Omar R.,Consumer,South,Krabi,2022-11-24,Female,55+,No
C00738,Aek B.,Corporate,Bangkok,Nonthaburi,2023-08-10,Male,35-44,No
C00739,Ahmed H.,SMB,North,Chiang Mai,2021-11-07,Female,45-54,No
C00740,Omar D.,SMB,Central,Chonburi,2023-05-09,Female,45-54,Yes
C00741,Boon G.,Consumer,Bangkok,Pathum Thani,2023-03-13,Male,45-54,Yes
C00742,Anan H.,Consumer,Northeast,Nakhon Ratchasima,2023-12-08,Prefer not to say,18-24,Yes
C00743,Kanya V.,Consumer,North,Chiang Mai,2022-09-29,Male,35-44,No
C00744,James L.,Corporate,Northeast,Nakhon Ratchasima,2021-12-11,Female,45-54,No
C00745,Sofia W.,Consumer,North,Phitsanulok,2023-12-09,Male,18-24,No
C00746,Kanya D.,Corporate,South,Songkhla,2022-07-10,Male,55+,No
C00747,Ploy K.,Corporate,Northeast,Khon Kaen,2022-03-15,Female,45-54,Yes
C00748,Nok S.,SMB,Northeast,Udon Thani,2022-10-03,Prefer not to say,18-24,No
C00749,Krit S.,SMB,Central,Rayong,2023-06-14,Male,18-24,Yes
C00750,James M.,Consumer,Bangkok,Bangkok,2022-12-11,Female,55+,Yes
C00751,Mei H.,SMB,Central,Ayutthaya,2021-10-30,Male,45-54,No
C00752,Kanya E.,Consumer,North,Chiang Rai,2021-09-11,Female,18-24,Yes
C00753,Krit J.,Consumer,Bangkok,Bangkok,2021-09-29,Prefer not to say,18-24,No
C00754,Malee E.,Consumer,Bangkok,Pathum Thani,2023-05-19,Male,18-24,Yes
C00755,Mei M.,SMB,North,Lampang,2023-07-20,Prefer not to say,55+,No
C00756,Mei G.,Consumer,Northeast,Khon Kaen,2022-01-14,Male,55+,No
C00757,Aek H.,Corporate,Northeast,Ubon Ratchathani,2023-03-14,Prefer not to say,45-54,No
C00758,Krit D.,SMB,Bangkok,Bangkok,2023-09-30,Female,55+,Yes
C00759,Sofia S.,Consumer,Northeast,Khon Kaen,2022-08-02,Prefer not to say,35-44,No
C00760,Anan E.,SMB,Bangkok,Pathum Thani,2021-12-01,Prefer not to say,35-44,No
C00761,Omar G.,SMB,Bangkok,Samut Prakan,2022-01-01,Male,45-54,Yes
C00762,Ton L.,Consumer,North,Chiang Mai,2022-02-24,Female,35-44,Yes
C00763,Ploy L.,Corporate,North,Chiang Mai,2022-02-11,Female,25-34,Yes
C00764,Prasert M.,Consumer,Central,Nakhon Pathom,2023-10-21,Female,45-54,Yes
C00765,Omar F.,Consumer,Northeast,Nakhon Ratchasima,2023-10-10,Prefer not to say,25-34,Yes
C00766,Priya W.,Consumer,Bangkok,Nonthaburi,2022-04-23,Male,25-34,No
C00767,James P.,Consumer,South,Songkhla,2022-05-26,Male,55+,No
C00768,Noon S.,SMB,Central,Chonburi,2023-08-24,Prefer not to say,25-34,Yes
C00769,James L.,Consumer,North,Phitsanulok,2023-10-21,Male,25-34,No
C00770,Mei V.,Consumer,Northeast,Ubon Ratchathani,2022-07-11,Female,45-54,No
C00771,Emily K.,SMB,Northeast,Udon Thani,2023-05-03,Male,18-24,Yes
C00772,Prasert L.,Consumer,North,Chiang Mai,2022-09-13,Female,55+,Yes
C00773,Aek V.,Consumer,Central,Rayong,2022-08-11,Prefer not to say,55+,Yes
C00774,Wei K.,Consumer,Bangkok,Pathum Thani,2022-07-19,Female,45-54,Yes
C00775,Boon W.,Consumer,Central,Rayong,2022-02-03,Prefer not to say,18-24,No
C00776,James R.,Corporate,Central,Rayong,2021-07-30,Female,55+,No
C00777,Bee K.,SMB,South,Surat Thani,2021-12-23,Male,25-34,Yes
C00778,Ahmed J.,SMB,Bangkok,Nonthaburi,2021-11-09,Prefer not to say,35-44,No
C00779,Emily D.,Consumer,North,Chiang Mai,2021-08-21,Male,18-24,Yes
C00780,Aek M.,Corporate,North,Chiang Mai,2023-05-27,Female,25-34,No
C00781,Wichai C.,SMB,Central,Rayong,2022-03-23,Male,55+,No
C00782,Kanya S.,SMB,South,Krabi,2022-01-19,Male,55+,No
C00783,Yuki K.,Corporate,Bangkok,Nonthaburi,2022-06-29,Female,25-34,Yes
C00784,Tanawat L.,SMB,Northeast,Nakhon Ratchasima,2023-05-08,Prefer not to say,45-54,Yes
C00785,Pim H.,SMB,South,Phuket,2022-10-03,Prefer not to say,45-54,No
C00786,Somchai G.,Consumer,Central,Rayong,2023-02-06,Male,45-54,Yes
C00787,Omar G.,Consumer,Bangkok,Pathum Thani,2022-01-15,Female,18-24,No
C00788,Wichai G.,Consumer,Bangkok,Nonthaburi,2022-02-05,Prefer not to say,18-24,Yes
C00789,Suda R.,Consumer,Central,Ayutthaya,2022-01-30,Prefer not to say,55+,Yes
C00790,Ton H.,Consumer,Bangkok,Pathum Thani,2023-04-20,Prefer not to say,25-34,No
C00791,Kanya S.,Consumer,South,Krabi,2023-01-11,Prefer not to say,35-44,No
C00792,Boon V.,Consumer,Bangkok,Samut Prakan,2022-03-31,Female,25-34,No
C00793,Ahmed B.,Consumer,North,Lampang,2021-12-02,Male,18-24,No
C00794,Wichai D.,Corporate,North,Chiang Rai,2023-08-31,Prefer not to say,18-24,Yes
C00795,Lucas E.,SMB,South,Krabi,2022-06-06,Male,18-24,No
C00796,James K.,Consumer,Northeast,Nakhon Ratchasima,2021-12-14,Prefer not to say,18-24,No
C00797,Fah J.,Consumer,Northeast,Ubon Ratchathani,2023-04-15,Prefer not to say,18-24,Yes
C00798,Yuki G.,Consumer,Central,Nakhon Pathom,2023-05-03,Male,18-24,Yes
C00799,Wei B.,Consumer,Bangkok,Samut Prakan,2023-12-07,Male,25-34,No
C00800,Pim P.,Consumer,North,Chiang Mai,2022-10-20,Male,25-34,Yes
C00801,Suda W.,Consumer,Central,Rayong,2023-05-17,Prefer not to say,55+,No
C00802,Chai F.,Consumer,Northeast,Nakhon Ratchasima,2021-10-17,Male,18-24,Yes
C00803,Priya C.,SMB,North,Chiang Mai,2023-09-28,Female,45-54,Yes
C00804,Chai T.,Corporate,Bangkok,Pathum Thani,2023-06-18,Female,35-44,No
C00805,Kanya L.,Consumer,North,Phitsanulok,2021-09-13,Prefer not to say,35-44,Yes
C00806,Aek W.,SMB,South,Surat Thani,2022-10-01,Male,35-44,Yes
C00807,Anan W.,Consumer,Central,Nakhon Pathom,2021-12-01,Male,25-34,No
C00808,Prasert T.,Consumer,Central,Rayong,2022-02-10,Prefer not to say,25-34,Yes
C00809,Aek W.,Consumer,Northeast,Nakhon Ratchasima,2022-11-04,Female,25-34,No
C00810,Fah W.,Consumer,Bangkok,Samut Prakan,2022-10-27,Prefer not to say,18-24,No
C00811,Lucas C.,Consumer,North,Chiang Mai,2023-02-01,Male,55+,No
C00812,Emily T.,Consumer,Northeast,Nakhon Ratchasima,2022-10-22,Female,25-34,No
C00813,Pim R.,Corporate,Central,Ayutthaya,2022-04-08,Male,35-44,No
C00814,Ton D.,Consumer,Central,Nakhon Pathom,2022-02-08,Female,45-54,Yes
C00815,Boon F.,Corporate,Northeast,Ubon Ratchathani,2022-12-16,Male,18-24,No
C00816,Ton B.,SMB,South,Phuket,2022-08-30,Male,18-24,Yes
C00817,Omar J.,Consumer,North,Phitsanulok,2021-07-18,Prefer not to say,25-34,Yes
C00818,Sofia H.,Corporate,Northeast,Udon Thani,2023-01-04,Male,25-34,Yes
C00819,Malee D.,Consumer,Northeast,Ubon Ratchathani,2022-03-30,Female,25-34,No
C00820,Suda H.,Consumer,North,Chiang Mai,2023-01-26,Female,18-24,No
C00821,Bee D.,Consumer,Northeast,Udon Thani,2021-08-10,Prefer not to say,25-34,No
C00822,Priya C.,Corporate,North,Phitsanulok,2023-06-19,Prefer not to say,18-24,No
C00823,Prasert A.,Consumer,Northeast,Ubon Ratchathani,2023-02-20,Prefer not to say,55+,No
C00824,Chai L.,Consumer,Central,Ayutthaya,2023-02-23,Prefer not to say,55+,Yes
C00825,Krit H.,Consumer,Central,Rayong,2022-09-25,Male,35-44,No
C00826,Somchai F.,Consumer,North,Lampang,2022-02-09,Male,25-34,No
C00827,Mei K.,Corporate,South,Surat Thani,2023-07-19,Prefer not to say,18-24,Yes
C00828,Mei S.,SMB,South,Songkhla,2022-10-09,Female,18-24,Yes
C00829,Anan E.,SMB,Bangkok,Samut Prakan,2022-06-30,Female,35-44,No
C00830,Lucas H.,SMB,Northeast,Khon Kaen,2022-09-06,Female,35-44,No
C00831,Wei D.,Consumer,Bangkok,Nonthaburi,2022-09-06,Female,18-24,Yes
C00832,Noon C.,SMB,Northeast,Khon Kaen,2022-03-01,Prefer not to say,45-54,Yes
C00833,Chai E.,SMB,North,Chiang Rai,2022-08-27,Female,45-54,Yes
C00834,Prasert A.,Consumer,North,Chiang Rai,2022-07-18,Prefer not to say,45-54,No
C00835,Wichai S.,Corporate,South,Songkhla,2022-12-20,Female,55+,No
C00836,Ploy H.,Consumer,North,Chiang Rai,2022-12-27,Prefer not to say,25-34,Yes
C00837,Yuki C.,Consumer,Northeast,Udon Thani,2021-11-02,Female,35-44,Yes
C00838,Wichai B.,Corporate,North,Chiang Mai,2023-12-29,Female,55+,No
C00839,Priya A.,Consumer,Central,Chonburi,2023-11-29,Male,45-54,Yes
C00840,Nok N.,Consumer,Bangkok,Nonthaburi,2023-09-19,Female,45-54,No
C00841,Nok R.,Consumer,Bangkok,Samut Prakan,2023-02-02,Female,35-44,No
C00842,Fah N.,Consumer,North,Lampang,2022-04-11,Prefer not to say,18-24,Yes
C00843,James R.,SMB,North,Chiang Rai,2023-09-11,Male,45-54,No
C00844,Tanawat K.,Consumer,Bangkok,Samut Prakan,2022-11-16,Female,45-54,Yes
C00845,Fah P.,SMB,South,Phuket,2021-09-21,Prefer not to say,45-54,No
C00846,Lucas T.,SMB,South,Songkhla,2021-08-08,Female,18-24,Yes
C00847,Krit P.,Consumer,South,Songkhla,2023-10-26,Female,55+,Yes
C00848,Pim R.,Consumer,Bangkok,Pathum Thani,2022-03-23,Prefer not to say,35-44,No
C00849,Suda M.,SMB,Central,Rayong,2023-07-09,Male,55+,No
C00850,Ton S.,Corporate,North,Chiang Mai,2023-08-13,Female,25-34,Yes
C00851,Sofia L.,Corporate,Northeast,Udon Thani,2023-01-15,Prefer not to say,25-34,No
C00852,Ahmed H.,Consumer,Central,Chonburi,2022-06-02,Male,45-54,No
C00853,Sofia D.,SMB,Central,Ayutthaya,2021-07-19,Prefer not to say,55+,No
C00854,Bee A.,Corporate,Bangkok,Nonthaburi,2023-01-11,Prefer not to say,25-34,Yes
C00855,Prasert J.,Consumer,Bangkok,Pathum Thani,2022-11-19,Male,18-24,Yes
C00856,Suda K.,Consumer,Bangkok,Samut Prakan,2023-11-02,Male,18-24,No
C00857,Ahmed D.,Consumer,South,Surat Thani,2023-12-29,Prefer not to say,18-24,No
C00858,Kanya H.,Consumer,South,Phuket,2021-08-22,Male,25-34,No
C00859,Mei B.,Consumer,Central,Rayong,2023-01-28,Female,45-54,Yes
C00860,Omar J.,Corporate,Northeast,Udon Thani,2023-12-02,Female,55+,Yes
C00861,Prasert J.,Consumer,Bangkok,Nonthaburi,2022-09-26,Female,25-34,No
C00862,James H.,Consumer,North,Lampang,2022-11-28,Male,18-24,No
C00863,Priya L.,Consumer,Northeast,Udon Thani,2023-10-05,Female,45-54,Yes
C00864,Fah M.,SMB,North,Chiang Mai,2022-12-19,Female,45-54,No
C00865,Prasert J.,Consumer,Bangkok,Pathum Thani,2023-09-08,Male,18-24,No
C00866,Pim M.,Corporate,South,Songkhla,2021-10-04,Female,25-34,Yes
C00867,Kanya V.,SMB,Northeast,Udon Thani,2022-01-01,Female,25-34,Yes
C00868,Anan L.,Consumer,Bangkok,Bangkok,2021-09-23,Female,45-54,No
C00869,Wei A.,Consumer,South,Krabi,2022-10-23,Male,45-54,Yes
C00870,Bee T.,Consumer,South,Krabi,2023-06-11,Female,25-34,No
C00871,Ahmed L.,Corporate,Central,Nakhon Pathom,2022-01-23,Prefer not to say,45-54,Yes
C00872,Anan D.,Consumer,South,Krabi,2022-05-04,Male,18-24,No
C00873,Wei E.,Corporate,Northeast,Udon Thani,2022-12-23,Prefer not to say,45-54,No
C00874,Sofia R.,Consumer,Central,Rayong,2022-05-21,Male,45-54,No
C00875,Anan H.,Consumer,North,Phitsanulok,2022-08-02,Prefer not to say,18-24,No
C00876,Chai L.,Consumer,Bangkok,Pathum Thani,2023-07-01,Female,35-44,No
C00877,Noon P.,SMB,North,Chiang Mai,2023-12-02,Female,55+,No
C00878,Priya S.,SMB,South,Surat Thani,2022-02-06,Prefer not to say,25-34,No
C00879,Ploy R.,SMB,Central,Ayutthaya,2021-11-29,Prefer not to say,45-54,No
C00880,Lucas N.,Corporate,North,Phitsanulok,2021-07-19,Prefer not to say,55+,Yes
C00881,Emily W.,Corporate,North,Phitsanulok,2023-07-08,Prefer not to say,55+,Yes
C00882,Emily H.,Consumer,Bangkok,Pathum Thani,2023-05-30,Female,25-34,No
C00883,Yuki R.,Corporate,South,Phuket,2022-08-13,Male,55+,Yes
C00884,Tanawat D.,SMB,Central,Nakhon Pathom,2022-06-12,Male,35-44,No
C00885,Mei J.,Corporate,South,Songkhla,2022-02-12,Male,35-44,Yes
C00886,Tanawat H.,Consumer,South,Songkhla,2023-10-08,Female,35-44,No
C00887,James E.,SMB,Central,Rayong,2022-03-28,Prefer not to say,35-44,No
C00888,Mint J.,Consumer,Northeast,Khon Kaen,2023-01-25,Prefer not to say,45-54,Yes
C00889,Aek K.,Consumer,Northeast,Khon Kaen,2023-11-23,Prefer not to say,25-34,Yes
C00890,Sofia M.,SMB,Central,Nakhon Pathom,2021-08-13,Female,25-34,Yes
C00891,Anan J.,SMB,South,Krabi,2021-08-08,Prefer not to say,25-34,No
C00892,Krit R.,Consumer,South,Krabi,2022-05-15,Prefer not to say,55+,No
C00893,Kanya M.,SMB,South,Krabi,2022-09-25,Female,55+,Yes
C00894,James L.,Consumer,North,Lampang,2022-09-01,Prefer not to say,25-34,No
C00895,Anan R.,Consumer,South,Surat Thani,2023-12-22,Male,45-54,Yes
C00896,Sofia E.,SMB,North,Chiang Rai,2021-12-27,Female,55+,Yes
C00897,Somchai H.,Consumer,South,Krabi,2022-03-01,Male,55+,Yes
C00898,Malee T.,SMB,South,Songkhla,2022-06-23,Prefer not to say,35-44,Yes
C00899,Mei V.,Corporate,South,Songkhla,2023-06-12,Prefer not to say,45-54,Yes
C00900,Somchai G.,SMB,South,Songkhla,2021-08-23,Female,45-54,Yes
C00901,James B.,Corporate,Bangkok,Pathum Thani,2023-08-11,Female,35-44,Yes
C00902,Nok C.,Corporate,Bangkok,Samut Prakan,2022-09-12,Prefer not to say,25-34,Yes
C00903,Prasert W.,Consumer,North,Lampang,2023-01-09,Female,55+,No
C00904,Sofia L.,Consumer,Bangkok,Bangkok,2023-03-18,Male,35-44,No
C00905,Wei M.,Consumer,North,Phitsanulok,2023-12-25,Male,45-54,No
C00906,Aek H.,Corporate,Northeast,Udon Thani,2021-09-07,Male,45-54,Yes
C00907,Tanawat J.,Consumer,Central,Rayong,2023-06-13,Male,45-54,No
C00908,Tanawat B.,Consumer,Central,Nakhon Pathom,2023-09-16,Prefer not to say,55+,Yes
C00909,Ton W.,Consumer,Bangkok,Pathum Thani,2023-12-14,Female,18-24,Yes
C00910,Ton B.,Consumer,North,Lampang,2023-11-14,Prefer not to say,25-34,Yes
C00911,Boon H.,SMB,North,Phitsanulok,2023-01-31,Female,18-24,No
C00912,Prasert S.,Corporate,North,Lampang,2023-03-24,Prefer not to say,45-54,Yes
C00913,Omar B.,Consumer,Central,Nakhon Pathom,2023-11-23,Prefer not to say,25-34,Yes
C00914,Bee L.,Corporate,Bangkok,Samut Prakan,2021-08-18,Male,35-44,Yes
C00915,Wei V.,Consumer,Central,Chonburi,2023-11-13,Female,18-24,No
C00916,Prasert K.,Consumer,Central,Rayong,2022-03-17,Female,45-54,No
C00917,Suda R.,SMB,South,Surat Thani,2022-04-04,Male,25-34,Yes
C00918,Aek V.,Consumer,North,Chiang Rai,2022-05-09,Female,45-54,No
C00919,Krit N.,SMB,Central,Ayutthaya,2022-04-30,Prefer not to say,35-44,Yes
C00920,Wichai H.,Corporate,Bangkok,Bangkok,2023-05-02,Male,18-24,No
C00921,Somchai L.,Consumer,North,Lampang,2021-09-25,Prefer not to say,45-54,No
C00922,Priya P.,Consumer,Central,Nakhon Pathom,2023-03-26,Male,45-54,Yes
C00923,Mei W.,SMB,Bangkok,Bangkok,2023-09-19,Prefer not to say,25-34,Yes
C00924,Noon M.,SMB,North,Phitsanulok,2023-03-14,Male,55+,Yes
C00925,Omar B.,Consumer,North,Phitsanulok,2022-09-11,Male,45-54,Yes
C00926,Ploy M.,Consumer,Central,Rayong,2023-06-19,Female,18-24,No
C00927,Wei K.,SMB,North,Chiang Mai,2022-01-12,Female,55+,No
C00928,Nok P.,Consumer,Central,Ayutthaya,2023-06-26,Prefer not to say,55+,Yes
C00929,Emily N.,Consumer,North,Chiang Rai,2023-07-07,Prefer not to say,18-24,No
C00930,Fah D.,SMB,South,Krabi,2023-05-30,Prefer not to say,18-24,Yes
C00931,Somchai N.,Consumer,Northeast,Khon Kaen,2023-07-16,Male,45-54,Yes
C00932,Mint S.,Corporate,Northeast,Ubon Ratchathani,2022-03-01,Prefer not to say,25-34,Yes
C00933,Wichai L.,Consumer,South,Surat Thani,2023-02-01,Prefer not to say,45-54,No
C00934,Pim H.,SMB,Bangkok,Bangkok,2021-10-01,Female,45-54,Yes
C00935,Nok P.,Consumer,Bangkok,Bangkok,2022-10-07,Male,35-44,Yes
C00936,Pim R.,Corporate,Central,Ayutthaya,2023-03-17,Prefer not to say,18-24,No
C00937,Tanawat M.,Corporate,South,Surat Thani,2022-09-17,Male,35-44,Yes
